OrderID,CustomerID,EmployeeID,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,OrderDate,ProductID,UnitPrice,Quantity,Discount,_Sales
10929,FRANK,6,17-08-2024,27-07-2024,1,33.93,Frankenversand,Berliner Platz 43,München,,80805,Germany,20-07-2024,77,13,15,0,195
10893,KOENE,9,02-08-2024,07-07-2024,2,77.78,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,05-07-2024,30,25.89,35,0,906.15
10893,KOENE,9,02-08-2024,07-07-2024,2,77.78,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,05-07-2024,8,40,30,0,1200
10893,KOENE,9,02-08-2024,07-07-2024,2,77.78,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,05-07-2024,24,4.5,10,0,45
10893,KOENE,9,02-08-2024,07-07-2024,2,77.78,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,05-07-2024,29,123.79,24,0,2970.96
10893,KOENE,9,02-08-2024,07-07-2024,2,77.78,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,05-07-2024,36,19,20,0,380
10862,LEHMS,8,28-07-2024,19-06-2024,2,53.23,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,16-06-2024,52,7,8,0,56
10862,LEHMS,8,28-07-2024,19-06-2024,2,53.23,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,16-06-2024,11,21,25,0,525
10853,BLAUS,9,11-07-2024,20-06-2024,2,53.83,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,13-06-2024,18,62.5,10,0,625
10849,KOENE,9,07-07-2024,16-06-2024,2,0.56,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,09-06-2024,3,10,49,0,490
10845,QUICK,8,21-06-2024,16-06-2024,1,212.98,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,07-06-2024,64,33.25,48,0,1596
10835,ALFKI,1,29-06-2024,07-06-2024,3,69.53,Alfred's Futterkiste,Obere Str. 57,Berlin,,12209,Germany,01-06-2024,59,55,15,0,825
10825,DRACD,1,23-06-2024,31-05-2024,1,79.25,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany,26-05-2024,53,32.8,20,0,656
10825,DRACD,1,23-06-2024,31-05-2024,1,79.25,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany,26-05-2024,26,31.23,12,0,374.76
10817,KOENE,3,06-06-2024,30-05-2024,2,306.07,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,23-05-2024,38,263.5,30,0,7905
10799,KOENE,9,23-06-2024,22-05-2024,3,30.76,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,12-05-2024,59,55,25,0,1375
10797,DRACD,7,08-06-2024,22-05-2024,2,33.35,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany,11-05-2024,11,21,20,0,420
10779,MORGK,3,30-05-2024,31-05-2024,2,58.13,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,02-05-2024,62,49.3,20,0,986
10779,MORGK,3,30-05-2024,31-05-2024,2,58.13,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,02-05-2024,16,17.45,20,0,349
10772,LEHMS,3,24-05-2024,05-05-2024,2,91.28,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,26-04-2024,59,55,25,0,1375
10772,LEHMS,3,24-05-2024,05-05-2024,2,91.28,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,26-04-2024,29,123.79,18,0,2228.22
10766,OTTIK,4,19-05-2024,25-04-2024,1,157.55,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,21-04-2024,68,12.5,40,0,500
10766,OTTIK,4,19-05-2024,25-04-2024,1,157.55,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,21-04-2024,7,30,35,0,1050
10766,OTTIK,4,19-05-2024,25-04-2024,1,157.55,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,21-04-2024,2,19,40,0,760
10745,QUICK,9,02-05-2024,13-04-2024,1,3.52,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,04-04-2024,18,62.5,24,0,1500
10745,QUICK,9,02-05-2024,13-04-2024,1,3.52,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,04-04-2024,44,19.45,16,0,311.2
10745,QUICK,9,02-05-2024,13-04-2024,1,3.52,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,04-04-2024,72,34.8,7,0,243.6
10745,QUICK,9,02-05-2024,13-04-2024,1,3.52,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,04-04-2024,59,55,45,0,2475
10718,KOENE,1,10-04-2024,15-03-2024,3,170.88,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,13-03-2024,16,17.45,20,0,349
10718,KOENE,1,10-04-2024,15-03-2024,3,170.88,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,13-03-2024,36,19,40,0,760
10718,KOENE,1,10-04-2024,15-03-2024,3,170.88,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,13-03-2024,12,38,36,0,1368
10718,KOENE,1,10-04-2024,15-03-2024,3,170.88,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,13-03-2024,62,49.3,20,0,986
10717,FRANK,1,07-04-2024,15-03-2024,2,59.25,Frankenversand,Berliner Platz 43,München,,80805,Germany,10-03-2024,54,7.45,15,0,111.75
10702,ALFKI,4,10-04-2024,07-03-2024,1,23.94,Alfred's Futterkiste,Obere Str. 57,Berlin,,12209,Germany,28-02-2024,76,18,15,0,270
10702,ALFKI,4,10-04-2024,07-03-2024,1,23.94,Alfred's Futterkiste,Obere Str. 57,Berlin,,12209,Germany,28-02-2024,3,10,6,0,60
10699,MORGK,3,23-03-2024,28-02-2024,3,0.58,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,24-02-2024,47,9.5,12,0,114
10694,QUICK,8,20-03-2024,24-02-2024,3,398.36,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,21-02-2024,59,55,25,0,1375
10694,QUICK,8,20-03-2024,24-02-2024,3,398.36,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,21-02-2024,7,30,90,0,2700
10694,QUICK,8,20-03-2024,24-02-2024,3,398.36,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,21-02-2024,70,15,50,0,750
10691,QUICK,2,31-03-2024,08-03-2024,2,810.05,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,18-02-2024,62,49.3,48,0,2366.4
10691,QUICK,2,31-03-2024,08-03-2024,2,810.05,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,18-02-2024,44,19.45,24,0,466.8
10691,QUICK,2,31-03-2024,08-03-2024,2,810.05,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,18-02-2024,43,46,40,0,1840
10691,QUICK,2,31-03-2024,08-03-2024,2,810.05,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,18-02-2024,29,123.79,40,0,4951.6
10691,QUICK,2,31-03-2024,08-03-2024,2,810.05,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,18-02-2024,1,18,30,0,540
10692,ALFKI,4,17-03-2024,28-02-2024,2,61.02,Alfred's Futterkiste,Obere Str. 57,Berlin,,12209,Germany,18-02-2024,63,43.9,20,0,878
10684,OTTIK,3,10-03-2024,15-02-2024,1,145.63,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,11-02-2024,60,34,30,0,1020
10684,OTTIK,3,10-03-2024,15-02-2024,1,145.63,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,11-02-2024,47,9.5,40,0,380
10684,OTTIK,3,10-03-2024,15-02-2024,1,145.63,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,11-02-2024,40,18.4,20,0,368
10675,FRANK,5,03-03-2024,08-02-2024,2,31.85,Frankenversand,Berliner Platz 43,München,,80805,Germany,04-02-2024,53,32.8,10,0,328
10675,FRANK,5,03-03-2024,08-02-2024,2,31.85,Frankenversand,Berliner Platz 43,München,,80805,Germany,04-02-2024,14,23.25,30,0,697.5
10675,FRANK,5,03-03-2024,08-02-2024,2,31.85,Frankenversand,Berliner Platz 43,München,,80805,Germany,04-02-2024,58,13.25,30,0,397.5
10670,FRANK,4,29-02-2024,03-02-2024,1,203.48,Frankenversand,Berliner Platz 43,München,,80805,Germany,01-02-2024,23,9,32,0,288
10670,FRANK,4,29-02-2024,03-02-2024,1,203.48,Frankenversand,Berliner Platz 43,München,,80805,Germany,01-02-2024,46,12,60,0,720
10670,FRANK,4,29-02-2024,03-02-2024,1,203.48,Frankenversand,Berliner Platz 43,München,,80805,Germany,01-02-2024,73,15,50,0,750
10670,FRANK,4,29-02-2024,03-02-2024,1,203.48,Frankenversand,Berliner Platz 43,München,,80805,Germany,01-02-2024,75,7.75,25,0,193.75
10670,FRANK,4,29-02-2024,03-02-2024,1,203.48,Frankenversand,Berliner Platz 43,München,,80805,Germany,01-02-2024,67,14,25,0,350
10658,QUICK,4,18-02-2024,24-01-2024,1,364.15,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,21-01-2024,21,10,60,0,600
10630,KOENE,1,26-01-2024,04-01-2024,2,32.35,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,29-12-2023,76,18,35,0,630
10623,FRANK,8,20-01-2024,28-12-2023,2,97.18,Frankenversand,Berliner Platz 43,München,,80805,Germany,23-12-2023,24,4.5,3,0,13.5
10623,FRANK,8,20-01-2024,28-12-2023,2,97.18,Frankenversand,Berliner Platz 43,München,,80805,Germany,23-12-2023,14,23.25,21,0,488.25
10614,BLAUS,8,11-01-2024,17-12-2023,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,14-12-2023,39,18,5,0,90
10614,BLAUS,8,11-01-2024,17-12-2023,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,14-12-2023,21,10,8,0,80
10614,BLAUS,8,11-01-2024,17-12-2023,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,14-12-2023,11,21,14,0,294
10608,TOMSP,4,05-01-2024,17-12-2023,2,27.79,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,08-12-2023,56,38,28,0,1064
10582,BLAUS,3,10-12-2023,29-11-2023,2,27.71,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,12-11-2023,57,19.5,4,0,78
10582,BLAUS,3,10-12-2023,29-11-2023,2,27.71,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,12-11-2023,76,18,14,0,252
10575,MORGK,5,19-11-2023,15-11-2023,1,127.34,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,05-11-2023,63,43.9,6,0,263.4
10575,MORGK,5,19-11-2023,15-11-2023,1,127.34,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,05-11-2023,59,55,12,0,660
10575,MORGK,5,19-11-2023,15-11-2023,1,127.34,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,05-11-2023,72,34.8,30,0,1044
10575,MORGK,5,19-11-2023,15-11-2023,1,127.34,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany,05-11-2023,76,18,10,0,180
10560,FRANK,8,19-11-2023,25-10-2023,1,36.65,Frankenversand,Berliner Platz 43,München,,80805,Germany,22-10-2023,30,25.89,20,0,517.8
10557,LEHMS,9,02-11-2023,22-10-2023,2,96.72,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,19-10-2023,75,7.75,20,0,155
10557,LEHMS,9,02-11-2023,22-10-2023,2,96.72,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,19-10-2023,64,33.25,30,0,997.5
10548,TOMSP,3,08-11-2023,18-10-2023,2,1.43,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany,11-10-2023,41,9.65,14,0,135.1
10540,QUICK,3,01-11-2023,29-10-2023,3,1007.64,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,04-10-2023,3,10,60,0,600
10540,QUICK,3,01-11-2023,29-10-2023,3,1007.64,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,04-10-2023,26,31.23,40,0,1249.2
10540,QUICK,3,01-11-2023,29-10-2023,3,1007.64,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,04-10-2023,38,263.5,30,0,7905
10540,QUICK,3,01-11-2023,29-10-2023,3,1007.64,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,04-10-2023,68,12.5,35,0,437.5
10536,LEHMS,3,27-10-2023,22-10-2023,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,29-09-2023,31,12.5,20,0,250
10536,LEHMS,3,27-10-2023,22-10-2023,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,29-09-2023,33,2.5,30,0,75
10534,LEHMS,8,25-10-2023,29-09-2023,2,27.94,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,27-09-2023,30,25.89,10,0,258.9
10522,LEHMS,4,13-10-2023,21-09-2023,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,15-09-2023,8,40,24,0,960
10515,QUICK,2,22-09-2023,08-10-2023,1,204.47,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,08-09-2023,16,17.45,50,0,872.5
10515,QUICK,2,22-09-2023,08-10-2023,1,204.47,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,08-09-2023,27,43.9,120,0,5268
10509,BLAUS,4,30-09-2023,14-09-2023,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,02-09-2023,28,45.6,3,0,136.8
10508,OTTIK,1,29-09-2023,28-09-2023,2,4.99,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,01-09-2023,39,18,10,0,180
10508,OTTIK,1,29-09-2023,28-09-2023,2,4.99,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,01-09-2023,13,6,10,0,60
10501,BLAUS,9,22-09-2023,01-09-2023,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany,25-08-2023,54,7.45,20,0,149
10497,LEHMS,7,17-09-2023,23-08-2023,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,20-08-2023,77,10.4,25,0,260
10497,LEHMS,7,17-09-2023,23-08-2023,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,20-08-2023,72,27.8,25,0,695
10497,LEHMS,7,17-09-2023,23-08-2023,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,20-08-2023,56,30.4,14,0,425.6
10488,FRANK,8,09-09-2023,18-08-2023,2,4.93,Frankenversand,Berliner Platz 43,München,,80805,Germany,12-08-2023,59,44,30,0,1320
10468,KOENE,3,20-08-2023,28-07-2023,3,44.12,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,23-07-2023,43,36.8,15,0,552
10468,KOENE,3,20-08-2023,28-07-2023,3,44.12,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,23-07-2023,30,20.7,8,0,165.6
10457,KOENE,2,10-08-2023,19-07-2023,1,11.57,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,13-07-2023,59,44,36,0,1584
10418,QUICK,4,02-07-2023,11-06-2023,1,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,04-06-2023,74,8,15,0,120
10418,QUICK,4,02-07-2023,11-06-2023,1,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,04-06-2023,61,22.8,16,0,364.8
10418,QUICK,4,02-07-2023,11-06-2023,1,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,04-06-2023,47,7.6,55,0,418
10418,QUICK,4,02-07-2023,11-06-2023,1,17.55,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,04-06-2023,2,15.2,60,0,912
10407,OTTIK,2,22-06-2023,17-06-2023,2,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,25-05-2023,71,17.2,15,0,258
10407,OTTIK,2,22-06-2023,17-06-2023,2,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,25-05-2023,69,28.8,15,0,432
10407,OTTIK,2,22-06-2023,17-06-2023,2,91.48,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany,25-05-2023,11,16.8,30,0,504
10396,FRANK,1,28-05-2023,24-05-2023,3,135.35,Frankenversand,Berliner Platz 43,München,,80805,Germany,14-05-2023,72,27.8,21,0,583.8
10396,FRANK,1,28-05-2023,24-05-2023,3,135.35,Frankenversand,Berliner Platz 43,München,,80805,Germany,14-05-2023,71,17.2,60,0,1032
10396,FRANK,1,28-05-2023,24-05-2023,3,135.35,Frankenversand,Berliner Platz 43,München,,80805,Germany,14-05-2023,23,7.2,40,0,288
10391,DRACD,3,07-06-2023,18-05-2023,3,5.45,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany,10-05-2023,13,4.8,18,0,86.4
10363,DRACD,4,11-05-2023,21-04-2023,3,30.54,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany,13-04-2023,76,14.4,12,0,172.8
10363,DRACD,4,11-05-2023,21-04-2023,3,30.54,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany,13-04-2023,75,6.2,12,0,74.4
10363,DRACD,4,11-05-2023,21-04-2023,3,30.54,Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany,13-04-2023,31,10,20,0,200
10356,WANDK,6,03-05-2023,14-04-2023,2,36.71,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,05-04-2023,69,28.8,20,0,576
10356,WANDK,6,03-05-2023,14-04-2023,2,36.71,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,05-04-2023,55,19.2,12,0,230.4
10356,WANDK,6,03-05-2023,14-04-2023,2,36.71,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,05-04-2023,31,10,30,0,300
10348,WANDK,4,22-04-2023,02-04-2023,2,0.78,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,25-03-2023,23,7.2,25,0,180
10345,QUICK,2,19-04-2023,29-03-2023,2,249.06,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,22-03-2023,19,7.3,80,0,584
10345,QUICK,2,19-04-2023,29-03-2023,2,249.06,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,22-03-2023,8,32,70,0,2240
10345,QUICK,2,19-04-2023,29-03-2023,2,249.06,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,22-03-2023,42,11.2,9,0,100.8
10343,LEHMS,4,15-04-2023,24-03-2023,1,110.37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,18-03-2023,76,14.4,15,0,216
10343,LEHMS,4,15-04-2023,24-03-2023,1,110.37,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany,18-03-2023,64,26.6,50,0,1330
10337,FRANK,4,08-04-2023,16-03-2023,3,108.26,Frankenversand,Berliner Platz 43,München,,80805,Germany,11-03-2023,72,27.8,25,0,695
10337,FRANK,4,08-04-2023,16-03-2023,3,108.26,Frankenversand,Berliner Platz 43,München,,80805,Germany,11-03-2023,37,20.8,28,0,582.4
10337,FRANK,4,08-04-2023,16-03-2023,3,108.26,Frankenversand,Berliner Platz 43,München,,80805,Germany,11-03-2023,36,15.2,20,0,304
10337,FRANK,4,08-04-2023,16-03-2023,3,108.26,Frankenversand,Berliner Platz 43,München,,80805,Germany,11-03-2023,26,24.9,24,0,597.6
10337,FRANK,4,08-04-2023,16-03-2023,3,108.26,Frankenversand,Berliner Platz 43,München,,80805,Germany,11-03-2023,23,7.2,40,0,288
10325,KOENE,1,10-03-2023,01-03-2023,3,64.86,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,24-02-2023,72,27.8,40,0,1112
10325,KOENE,1,10-03-2023,01-03-2023,3,64.86,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,24-02-2023,31,10,4,0,40
10325,KOENE,1,10-03-2023,01-03-2023,3,64.86,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,24-02-2023,14,18.6,9,0,167.4
10325,KOENE,1,10-03-2023,01-03-2023,3,64.86,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,24-02-2023,13,4.8,12,0,57.6
10325,KOENE,1,10-03-2023,01-03-2023,3,64.86,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,24-02-2023,6,20,6,0,120
10323,KOENE,4,22-03-2023,01-03-2023,1,4.88,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,22-02-2023,25,11.2,4,0,44.8
10323,KOENE,4,22-03-2023,01-03-2023,1,4.88,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,22-02-2023,39,14.4,4,0,57.6
10323,KOENE,4,22-03-2023,01-03-2023,1,4.88,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany,22-02-2023,15,12.4,5,0,62
10313,QUICK,2,09-03-2023,19-02-2023,2,1.96,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,09-02-2023,36,15.2,12,0,182.4
10312,WANDK,2,08-03-2023,18-02-2023,2,40.26,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,08-02-2023,75,6.2,10,0,62
10312,WANDK,2,08-03-2023,18-02-2023,2,40.26,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,08-02-2023,53,26.2,20,0,524
10312,WANDK,2,08-03-2023,18-02-2023,2,40.26,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,08-02-2023,43,36.8,24,0,883.2
